,,REPORTE COTIZACIONES,,,,01/01/2000 - 04/02/2023,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
AGRO,09/05/2012,,"2,80","0,00","-14,30",,,
AGRO,08/05/2012,,"2,80","1,80","-14,30",,,
AGRO,07/05/2012,,"2,75","0,00","-15,90",,,
AGRO,04/05/2012,,"2,75","-4,80","-20,20",,,
AGRO,27/04/2012,,"2,89","-2,00","-15,00",,,
AGRO,26/04/2012,,"2,95","1,10","-18,00",,,
AGRO,25/04/2012,,"2,92","-0,30","-18,80",,,
AGRO,24/04/2012,,"2,93","1,10","-18,60",,,
AGRO,23/04/2012,,"2,90","1,80","-19,40",,,
AGRO,20/04/2012,,"2,85","0,00","-20,80",,,
AGRO,19/04/2012,,"2,85","-5,00","-21,90",,,
AGRO,18/04/2012,,"3,00","0,70","-16,60",,,
AGRO,17/04/2012,,"2,98","-5,90","-17,20",,,
AGRO,13/04/2012,,"3,17","-1,20","-10,70",,,
AGRO,12/04/2012,,"3,21","1,00","-9,50",,,
AGRO,11/04/2012,,"3,18","-2,10","-15,80",,,
AGRO,10/04/2012,,"3,25","0,00","-12,10",,,
AGRO,09/04/2012,,"3,25","-1,80","-12,10",,,
AGRO,04/04/2012,,"3,31","0,40","-11,70",,,
AGRO,03/04/2012,,"3,30","-1,10","-11,00",,,
AGRO,30/03/2012,,"3,34","-0,20","-10,90",,,
AGRO,29/03/2012,,"3,35","-0,80","-10,40",,,
AGRO,28/03/2012,,"3,38","0,00","-8,10",,,
AGRO,27/03/2012,,"3,38","-0,50","-8,10",,,
AGRO,26/03/2012,,"3,40","-1,10","-7,60",,,
AGRO,23/03/2012,,"3,44","0,60","-6,50",,,
AGRO,21/03/2012,,"3,42","-2,20","-7,50",,,
AGRO,20/03/2012,,"3,50","0,00","-5,40",,,
AGRO,19/03/2012,,"3,50","-0,80","-5,40",,,
AGRO,16/03/2012,,"3,53","-1,90","-3,20",,,
AGRO,15/03/2012,,"3,60","0,60","0,90",,,
AGRO,14/03/2012,,"3,58","-1,10","-1,10",,,
AGRO,13/03/2012,,"3,62","0,60","-1,80",,,
AGRO,12/03/2012,,"3,60","-2,70","-2,40",,,
AGRO,09/03/2012,,"3,70","0,00","-2,60",,,
AGRO,08/03/2012,,"3,70","-1,30","-5,10",,,
AGRO,06/03/2012,,"3,70","-2,60","-5,10",,,
AGRO,05/03/2012,,"3,80","-1,50","-2,50",,,
AGRO,02/03/2012,,"3,86","-0,20","-1,00",,,
AGRO,01/03/2012,,"3,87","3,20","1,90",,,
AGRO,29/02/2012,,"3,75","2,50","0,60",,,
AGRO,28/02/2012,,"3,66","-3,60","-6,10",,,
AGRO,24/02/2012,,"3,80","0,60","-2,50",,,
AGRO,22/02/2012,,"3,78","0,80","-5,50",,,
AGRO,17/02/2012,,"3,75","1,40","-9,60",,,
AGRO,16/02/2012,,"3,70","0,00","-10,60",,,
AGRO,15/02/2012,,"3,70","0,00","-8,60",,,
AGRO,14/02/2012,,"3,70","0,00","-8,60",,,
AGRO,09/02/2012,,"3,70","0,00","-12,50",,,
AGRO,08/02/2012,,"3,70","-1,30","-14,50",,,
AGRO,07/02/2012,,"3,75","2,20","-14,70",,,
AGRO,06/02/2012,,"3,67","-1,80","-16,50",,,
AGRO,03/02/2012,,"3,74","-0,20","-15,00",,,
AGRO,02/02/2012,,"3,75","2,80","-16,10",,,
AGRO,31/01/2012,,"3,65","-1,30","-17,90",,,
AGRO,30/01/2012,,"3,70","0,00","-16,80",,,
AGRO,27/01/2012,,"3,70","-1,30","-22,10",,,
AGRO,26/01/2012,,"3,75","-0,70","-21,00",,,
AGRO,25/01/2012,,"3,78","0,00","-20,40",,,
AGRO,24/01/2012,,"3,78","2,20","-19,40",,,
AGRO,23/01/2012,,"3,70","-1,30","-21,10",,,
AGRO,20/01/2012,,"3,75","0,60","-16,60",,,
AGRO,19/01/2012,,"3,73","2,20","-15,20",,,
AGRO,18/01/2012,,"3,65","-2,60","-18,80",,,
AGRO,17/01/2012,,"3,75","0,27","-17,50",,,
AGRO,16/01/2012,,"3,74","-0,26","-17,80",,,
AGRO,13/01/2012,,"3,75","0,00","-20,50",,,
AGRO,12/01/2012,,"3,75","-1,31","-20,80",,,
AGRO,11/01/2012,,"3,80","1,61","-19,10",,,
AGRO,10/01/2012,,"3,74","3,89","-21,20",,,
AGRO,09/01/2012,,"3,60","-1,36","-24,20",,,
AGRO,06/01/2012,,"3,65","2,82","-20,40",,,
AGRO,05/01/2012,,"3,55","-1,38","-18,90",,,
AGRO,04/01/2012,,"3,60","-1,36","-17,80",,,
AGRO,03/01/2012,,"3,65","0,28","-15,10",,,
AGRO,29/12/2011,,"3,64","2,54","-12,20",,,
AGRO,27/12/2011,,"3,55","-1,38","-14,20",,,
AGRO,23/12/2011,,"3,60","-1,36","-14,20",,,
AGRO,22/12/2011,,"3,65","0,00","-14,10",,,
AGRO,21/12/2011,,"3,65","0,00","-13,00",,,
AGRO,20/12/2011,,"3,65","1,39","-13,00",,,
AGRO,19/12/2011,,"3,60","-4,00","-14,20",,,
AGRO,16/12/2011,,"3,75","-3,84","-8,50",,,
AGRO,14/12/2011,,"3,90","0,00","-5,30",,,
AGRO,13/12/2011,,"3,90","0,00","-3,70",,,
AGRO,12/12/2011,,"3,90","-4,87","-3,70",,,
AGRO,05/12/2011,,"4,10","0,00","-4,60",,,
AGRO,02/12/2011,,"4,10","2,50","-4,60",,,
AGRO,01/12/2011,,"4,00","-0,49","-5,80",,,
AGRO,30/11/2011,,"4,02","0,50","-5,40",,,
AGRO,29/11/2011,,"4,00","0,00","-6,90",,,
AGRO,25/11/2011,,"4,00","-2,67","-5,80",,,
AGRO,24/11/2011,,"4,11","0,00","-0,90",,,
AGRO,23/11/2011,,"4,11","0,25","-2,10",,,
AGRO,22/11/2011,,"4,10","-1,20","-2,30",,,
AGRO,21/11/2011,,"4,15","-5,25","-1,10",,,
AGRO,18/11/2011,,"4,38","-0,90","1,90",,,
AGRO,17/11/2011,,"4,42","-0,60","2,80",,,
AGRO,16/11/2011,,"4,45","3,50","4,80",,,
AGRO,15/11/2011,,"4,30","0,00","-4,40",,,
AGRO,14/11/2011,,"4,30","0,50","-4,40",,,
AGRO,11/11/2011,,"4,28","0,80","-4,80",,,
AGRO,10/11/2011,,"4,25","2,00","-5,30",,,
AGRO,09/11/2011,,"4,17","-4,10","-7,70",,,
AGRO,08/11/2011,,"4,35","6,90","-0,90",,,
AGRO,07/11/2011,,"4,07","-0,70","-7,20",,,
AGRO,04/11/2011,,"4,10","10,90","-9,80",,,
AGRO,03/11/2011,,"3,70","2,80","-12,70",,,
AGRO,02/11/2011,,"3,60","1,70","-16,20",,,
AGRO,01/11/2011,,"3,54","-0,20","-15,70",,,
AGRO,31/10/2011,,"3,55","-5,30","-15,40",,,
AGRO,28/10/2011,,"3,75","1,40","-9,60",,,
AGRO,27/10/2011,,"3,70","5,80","-10,80",,,
AGRO,26/10/2011,,"3,50","1,50","-14,60",,,
AGRO,25/10/2011,,"3,45","-1,40","-11,50",,,
AGRO,24/10/2011,,"3,50","5,20","-10,20",,,
AGRO,21/10/2011,,"3,33","4,80","-12,30",,,
AGRO,20/10/2011,,"3,18","0,00","-14,50",,,
AGRO,19/10/2011,,"3,18","-0,60","-14,00",,,
AGRO,18/10/2011,,"3,20","6,70","-15,10",,,
AGRO,17/10/2011,,"3,00","-4,70","-20,40",,,
AGRO,14/10/2011,,"3,15","5,00","-17,50",,,
AGRO,13/10/2011,,"3,00","5,30","-21,00",,,
AGRO,12/10/2011,,"2,85","-0,60","-25,90",,,
AGRO,11/10/2011,,"2,87","0,80","-25,40",,,
AGRO,07/10/2011,,"2,85","1,80","-27,60",,,
AGRO,06/10/2011,,"2,80","-3,40","-30,00",,,
AGRO,05/10/2011,,"2,90","3,60","-26,70",,,
AGRO,04/10/2011,,"2,80","-1,70","-30,10",,,
AGRO,03/10/2011,,"3,05","-2,80","-23,90",,,
AGRO,30/09/2011,,"3,14","-1,80","-20,50",,,
AGRO,29/09/2011,,"3,20","1,60","-19,70",,,
AGRO,28/09/2011,,"3,05","-3,10","-23,70",,,
AGRO,27/09/2011,,"3,15","1,70","-17,10",,,
AGRO,26/09/2011,,"3,10","0,00","-18,40",,,
AGRO,23/09/2011,,"3,10","0,00","-17,30",,,
AGRO,22/09/2011,,"3,10","-3,10","-17,30",,,
AGRO,21/09/2011,,"3,20","0,00","-12,30",,,
AGRO,20/09/2011,,"3,20","0,00","-11,30",,,
AGRO,19/09/2011,,"3,20","-1,50","-11,30",,,
AGRO,16/09/2011,,"3,25","-2,90","-8,40",,,
AGRO,15/09/2011,,"3,35","2,20","-5,60",,,
AGRO,14/09/2011,,"3,35","2,20","-6,40",,,
AGRO,13/09/2011,,"3,28","-0,60","-6,80",,,
AGRO,12/09/2011,,"3,30","-2,90","-6,20",,,
AGRO,09/09/2011,,"3,50","3,00","0,00",,,
AGRO,08/09/2011,,"3,40","-2,80","-3,10",,,
AGRO,07/09/2011,,"3,50","2,40","0,00",,,
AGRO,06/09/2011,,"3,42","-2,20","-1,40",,,
AGRO,02/09/2011,,"3,50","0,00","-2,20",,,
AGRO,01/09/2011,,"3,50","3,00","-2,70",,,
AGRO,31/08/2011,,"3,40","2,80","-2,80",,,
AGRO,30/08/2011,,"3,31","-2,60","-5,90",,,
AGRO,29/08/2011,,"3,40","-0,80","-3,40",,,
AGRO,26/08/2011,,"3,43","-1,70","-4,10",,,
AGRO,25/08/2011,,"3,49","2,70","5,20",,,
AGRO,24/08/2011,,"3,40","-1,40","1,50",,,
AGRO,23/08/2011,,"3,45","6,20","0,00",,,
AGRO,19/08/2011,,"3,25","1,60","-9,70",,,
AGRO,18/08/2011,,"3,20","-4,40","-10,60",,,
AGRO,17/08/2011,,"3,35","7,40","-4,80",,,
AGRO,16/08/2011,,"3,15","1,00","-10,50",,,
AGRO,15/08/2011,,"3,12","0,00","-11,30",,,
AGRO,12/08/2011,,"3,12","0,00","-12,80",,,
AGRO,11/08/2011,,"3,12","1,00","-9,50",,,
AGRO,10/08/2011,,"3,09","-3,40","-12,20",,,
AGRO,09/08/2011,,"3,20","2,90","-8,50",,,
AGRO,08/08/2011,,"3,11","-2,80","-11,10",,,
AGRO,05/08/2011,,"3,20","0,00","-11,30",,,
AGRO,04/08/2011,,"3,20","-3,00","-13,50",,,
AGRO,03/08/2011,,"3,30","-4,30","-10,80",,,
AGRO,01/08/2011,,"3,45","0,90","-7,20",,,
AGRO,29/07/2011,,"3,47","3,00","-4,90",,,
AGRO,28/07/2011,,"3,37","0,60","-6,30",,,
AGRO,27/07/2011,,"3,30","-4,80","-9,50",,,
AGRO,25/07/2011,,"3,47","-0,80","-3,60",,,
AGRO,22/07/2011,,"3,50","6,10","-4,10",,,
AGRO,20/07/2011,,"3,30","0,00","-8,50",,,
AGRO,19/07/2011,,"3,30","-0,90","-8,00",,,
AGRO,18/07/2011,,"3,33","-0,50","-7,20",,,
AGRO,14/07/2011,,"3,35","-1,40","-8,20",,,
AGRO,13/07/2011,,"3,40","0,00","-7,10",,,
AGRO,12/07/2011,,"3,40","-2,80","-7,10",,,
AGRO,11/07/2011,,"3,50","-2,50","-4,30",,,
AGRO,08/07/2011,,"3,59","-1,90","-0,20",,,
AGRO,07/07/2011,,"3,66","-0,80","1,70",,,
AGRO,06/07/2011,,"3,69","3,10","5,50",,,
AGRO,05/07/2011,,"3,60","0,60","0,00",,,
AGRO,04/07/2011,,"3,58","0,90","-0,50",,,
AGRO,01/07/2011,,"3,55","0,00","-1,30",,,
AGRO,30/06/2011,,"3,55","2,90","-4,00",,,
AGRO,29/06/2011,,"3,45","3,00","-6,70",,,
AGRO,28/06/2011,,"3,35","2,20","-10,90",,,
AGRO,27/06/2011,,"3,28","-0,30","-12,70",,,
AGRO,24/06/2011,,"3,30","0,00","-12,90",,,
AGRO,23/06/2011,,"3,30","4,80","-14,20",,,
AGRO,22/06/2011,,"3,15","0,00","-18,30",,,
AGRO,17/06/2011,,"3,15","1,00","-18,10",,,
AGRO,15/06/2011,,"3,15","1,00","-14,80",,,
AGRO,14/06/2011,,"3,12","4,00","-16,80",,,
AGRO,13/06/2011,,"3,00","-3,80","-20,00",,,
AGRO,10/06/2011,,"3,12","-1,20","-14,00",,,
AGRO,09/06/2011,,"3,16","2,00","-12,20",,,
AGRO,08/06/2011,,"3,10","-0,60","-13,80",,,
AGRO,07/06/2011,,"3,12","-1,80","-12,60",,,
AGRO,06/06/2011,,"3,18","0,00","-10,90",,,
AGRO,03/06/2011,,"3,18","0,00","-11,10",,,
AGRO,02/06/2011,,"3,20","0,00","-9,00",,,
AGRO,01/06/2011,,"3,20","-0,60","-9,00",,,
AGRO,31/05/2011,,"3,22","-0,90","-8,50",,,
AGRO,30/05/2011,,"3,25","2,30","-7,60",,,
AGRO,27/05/2011,,"3,10","-2,50","-11,40",,,
AGRO,26/05/2011,,"3,18","-0,90","-7,80",,,
AGRO,24/05/2011,,"3,21","2,00","-6,90",,,
AGRO,23/05/2011,,"3,15","-6,20","-8,60",,,
AGRO,19/05/2011,,"3,36","0,30","-9,10",,,
AGRO,18/05/2011,,"3,32","0,40","-10,70",,,
AGRO,17/05/2011,,"3,31","4,80","-15,10",,,
AGRO,16/05/2011,,"3,16","0,00","-18,90",,,
AGRO,13/05/2011,,"3,16","2,00","-24,00",,,
AGRO,12/05/2011,,"3,10","1,70","-23,60",,,
AGRO,12/05/2011,,"3,20","0,00","-21,10",,,
AGRO,11/05/2011,,"3,05","-6,70","-27,30",,,
AGRO,10/05/2011,,"3,27","0,00","-23,00",,,
AGRO,09/05/2011,,"3,27","-2,30","-23,00",,,
AGRO,06/05/2011,,"3,35","-2,80","-17,40",,,
AGRO,05/05/2011,,"3,45","-0,20","-17,80",,,
AGRO,04/05/2011,,"3,46","-1,10","-17,60",,,
AGRO,03/05/2011,,"3,50","0,00","-20,40",,,
AGRO,02/05/2011,,"3,50","1,50","-20,40",,,
AGRO,29/04/2011,,"3,47","2,10","-22,80",,,
AGRO,28/04/2011,,"3,40","-5,50","-25,20",,,
AGRO,27/04/2011,,"3,60","0,00","-20,80",,,
AGRO,26/04/2011,,"3,60","0,00","-22,50",,,
AGRO,25/04/2011,,"3,60","0,00","-22,50",,,
AGRO,20/04/2011,,"3,65","1,40","-22,30",,,
AGRO,19/04/2011,,"3,60","0,00","-21,20",,,
AGRO,18/04/2011,,"3,60","1,50","-21,20",,,
AGRO,15/04/2011,,"3,57","0,60","-23,20",,,
AGRO,14/04/2011,,"3,55","0,00","-22,80",,,
AGRO,13/04/2011,,"3,55","-6,00","-23,60",,,
AGRO,12/04/2011,,"3,78","2,20","-18,70",,,
AGRO,11/04/2011,,"3,70","-0,20","-20,40",,,
AGRO,08/04/2011,,"3,71","-1,00","-19,30",,,
AGRO,07/04/2011,,"3,71","-2,30","-18,60",,,
AGRO,06/04/2011,,"3,80","1,40","-18,20",,,
AGRO,05/04/2011,,"3,75","1,10","-20,20",,,
AGRO,04/04/2011,,"3,71","-1,00","-21,00",,,
AGRO,01/04/2011,,"3,75","0,00","-20,20",,,
AGRO,31/03/2011,,"3,75","1,40","-20,50",,,
AGRO,30/03/2011,,"3,74","1,70","-22,70",,,
AGRO,29/03/2011,,"3,68","0,00","-23,90",,,
AGRO,28/03/2011,,"3,68","-0,50","-23,90",,,
AGRO,23/03/2011,,"3,70","0,00","-20,90",,,
AGRO,22/03/2011,,"3,70","0,00","-21,20",,,
AGRO,21/03/2011,,"3,70","1,40","-21,20",,,
AGRO,18/03/2011,,"3,65","0,00","-20,60",,,
AGRO,17/03/2011,,"3,65","2,30","-20,90",,,
AGRO,16/03/2011,,"3,57","-1,30","-22,50",,,
AGRO,15/03/2011,,"3,62","-0,80","-22,10",,,
AGRO,14/03/2011,,"3,69","-2,30","-20,60",,,
AGRO,11/03/2011,,"3,78","-0,50","-14,00",,,
AGRO,10/03/2011,,"3,80","-2,50","-12,60",,,
AGRO,09/03/2011,,"3,90","0,00","-7,10",,,
AGRO,04/03/2011,,"3,90","0,00","-9,90",,,
AGRO,03/03/2011,,"3,90","2,70","-8,60",,,
AGRO,02/03/2011,,"3,80","1,90","-9,70",,,
AGRO,01/03/2011,,"3,73","-4,30","-12,20",,,
AGRO,28/02/2011,,"3,90","0,00","-8,20",,,
AGRO,25/02/2011,,"3,90","0,00","-7,50",,,
AGRO,24/02/2011,,"3,90","0,00","-11,30",,,
AGRO,23/02/2011,,"3,90","-2,50","-10,50",,,
AGRO,22/02/2011,,"4,00","-3,60","-11,10",,,
AGRO,21/02/2011,,"4,15","0,30","-7,70",,,
AGRO,18/02/2011,,"4,14","-0,20","-10,10",,,
AGRO,17/02/2011,,"4,15","0,30","-9,70",,,
AGRO,16/02/2011,,"4,14","2,30","-12,80",,,
AGRO,15/02/2011,,"4,05","0,00","-14,70",,,
AGRO,14/02/2011,,"4,05","0,00","-14,70",,,
AGRO,11/02/2011,,"4,05","-0,40","-15,90",,,
AGRO,10/02/2011,,"4,07","-3,70","-13,70",,,
AGRO,09/02/2011,,"4,23","-2,30","-8,40",,,
AGRO,08/02/2011,,"4,33","-1,50","-2,60",,,
AGRO,07/02/2011,,"4,40","-0,90","-1,10",,,
AGRO,04/02/2011,,"4,44","0,00","5,80",,,
AGRO,03/02/2011,,"4,40","-1,50","-3,50",,,
AGRO,02/02/2011,,"4,47","-0,20","-1,70",,,
AGRO,01/02/2011,,"4,48","0,70","1,60",,,
AGRO,31/01/2011,,"4,45","-3,00","1,00",,,
AGRO,28/01/2011,,"4,59","-3,30","4,40",,,
AGRO,27/01/2011,,"4,75","0,00","4,90",,,
AGRO,26/01/2011,,"4,75","0,00","4,90",,,
AGRO,25/01/2011,,"4,75","1,30","4,40",,,
AGRO,24/01/2011,,"4,69","5,00","3,10",,,
AGRO,21/01/2011,,"4,47","-0,60","-3,40",,,
AGRO,20/01/2011,,"4,50","2,30","-4,20",,,
AGRO,19/01/2011,,"4,40","-2,20","-6,10",,,
AGRO,18/01/2011,,"4,50","-1,00","-3,20",,,
AGRO,17/01/2011,,"4,55","-2,10","-2,10",,,
AGRO,14/01/2011,,"4,65","-1,40","0,00",,,
AGRO,13/01/2011,,"4,72","-0,40","6,60",,,
AGRO,12/01/2011,,"4,74","0,90","5,90",,,
AGRO,11/01/2011,,"4,70","-1,00","2,20",,,
AGRO,10/01/2011,,"4,75","-1,00","3,30",,,
AGRO,07/01/2011,,"4,85","1,10","4,60",,,
AGRO,06/01/2011,,"4,80","9,10","4,40",,,
AGRO,05/01/2011,,"4,38","0,00","-5,80",,,
AGRO,04/01/2011,,"4,38","1,90","0,70",,,
AGRO,03/01/2011,,"4,30","0,00","-1,10",,,
AGRO,30/12/2010,,"4,30","3,70","11,70",,,
AGRO,29/12/2010,,"4,15","0,00","9,30",,,
AGRO,28/12/2010,,"4,15","0,30","14,10",,,
AGRO,27/12/2010,,"4,14","-1,40","13,80",,,
AGRO,23/12/2010,,"4,20","-1,10","17,40",,,
AGRO,22/12/2010,,"4,25","1,20","20,40",,,
AGRO,21/12/2010,,"4,20","0,00","19,00",,,
AGRO,20/12/2010,,"4,20","1,30","19,00",,,
AGRO,17/12/2010,,"4,15","1,30","17,00",,,
AGRO,16/12/2010,,"4,10","2,50","15,50",,,
AGRO,15/12/2010,,"4,00","-2,90","17,70",,,
AGRO,14/12/2010,,"4,12","1,80","23,80",,,
AGRO,13/12/2010,,"4,05","-0,90","21,70",,,
AGRO,10/12/2010,,"4,09","-2,60","26,70",,,
AGRO,09/12/2010,,"4,20","-1,10","30,10",,,
AGRO,07/12/2010,,"4,25","-1,10","36,70",,,
AGRO,06/12/2010,,"4,30","0,00","38,30",,,
AGRO,03/12/2010,,"4,10","-4,60","28,20",,,
AGRO,02/12/2010,,"4,30","1,20","35,30",,,
AGRO,01/12/2010,,"4,25","0,00","36,30",,,
AGRO,30/11/2010,,"4,25","-1,10","37,60",,,
AGRO,29/11/2010,,"4,30","-0,90","39,20",,,
AGRO,26/11/2010,,"4,34","2,20","45,70",,,
AGRO,25/11/2010,,"4,25","2,50","43,10",,,
AGRO,24/11/2010,,"4,15","-1,10","38,40",,,
AGRO,23/11/2010,,"4,20","-1,80","40,00",,,
AGRO,19/11/2010,,"4,28","-0,40","45,10",,,
AGRO,18/11/2010,,"4,30","0,00","38,80",,,
AGRO,17/11/2010,,"4,30","0,00","39,70",,,
AGRO,16/11/2010,,"4,25","-5,50","35,00",,,
AGRO,15/11/2010,,"4,50","1,20","42,90",,,
AGRO,12/11/2010,,"4,45","-1,10","43,60",,,
AGRO,11/11/2010,,"4,50","0,30","42,90",,,
AGRO,10/11/2010,,"4,49","-0,60","43,50",,,
AGRO,09/11/2010,,"4,52","3,00","42,60",,,
AGRO,08/11/2010,,"4,39","-2,40","38,50",,,
AGRO,05/11/2010,,"4,50","-1,00","36,40",,,
AGRO,04/11/2010,,"4,55","7,40","33,10",,,
AGRO,03/11/2010,,"4,24","-1,30","23,30",,,
AGRO,02/11/2010,,"4,30","2,40","23,30",,,
AGRO,01/11/2010,,"4,20","1,70","20,40",,,
AGRO,29/10/2010,,"4,13","-0,40","18,70",,,
AGRO,28/10/2010,,"4,15","1,30","23,60",,,
AGRO,26/10/2010,,"4,10","5,20","17,20",,,
AGRO,25/10/2010,,"3,90","3,50","11,50",,,
AGRO,22/10/2010,,"3,77","-0,70","7,80",,,
AGRO,21/10/2010,,"3,80","2,20","11,50",,,
AGRO,20/10/2010,,"3,72","0,60","12,80",,,
AGRO,19/10/2010,,"3,70","-1,80","12,50",,,
AGRO,18/10/2010,,"3,77","-1,00","14,60",,,
AGRO,15/10/2010,,"3,80","-0,50","26,70",,,
AGRO,14/10/2010,,"3,82","0,60","27,40",,,
AGRO,13/10/2010,,"3,80","-1,20","31,10",,,
AGRO,12/10/2010,,"3,85","-2,20","32,80",,,
AGRO,08/10/2010,,"3,94","0,00","39,80",,,
AGRO,07/10/2010,,"3,94","0,00","37,80",,,
AGRO,06/10/2010,,"4,00","1,10","41,90",,,
AGRO,05/10/2010,,"3,96","-1,20","41,50",,,
AGRO,04/10/2010,,"4,01","0,30","43,30",,,
AGRO,01/10/2010,,"4,00","1,30","42,90",,,
AGRO,30/09/2010,,"3,95","-1,00","43,70",,,
AGRO,29/09/2010,,"3,99","-0,20","42,50",,,
AGRO,28/09/2010,,"4,00","5,30","42,40",,,
AGRO,27/09/2010,,"3,80","0,00","35,30",,,
AGRO,24/09/2010,,"3,80","1,40","33,40",,,
AGRO,23/09/2010,,"3,75","0,00","34,50",,,
AGRO,22/09/2010,,"3,75","2,80","34,90",,,
AGRO,21/09/2010,,"3,65","1,20","30,40",,,
AGRO,20/09/2010,,"3,61","0,30","29,00",,,
AGRO,17/09/2010,,"3,60","1,50","32,40",,,
AGRO,16/09/2010,,"3,55","0,00","30,60",,,
AGRO,15/09/2010,,"3,55","-0,80","32,50",,,
AGRO,14/09/2010,,"3,58","2,30","34,10",,,
AGRO,13/09/2010,,"3,52","3,00","31,90",,,
AGRO,10/09/2010,,"3,42","-2,20","26,70",,,
AGRO,09/09/2010,,"3,50","-0,20","30,60",,,
AGRO,08/09/2010,,"3,51","0,30","31,00",,,
AGRO,07/09/2010,,"3,50","0,90","31,60",,,
AGRO,06/09/2010,,"3,47","-0,20","30,50",,,
AGRO,03/09/2010,,"3,48","-2,70","29,40",,,
AGRO,02/09/2010,,"3,58","-0,50","32,20",,,
AGRO,01/09/2010,,"3,60","2,90","33,40",,,
AGRO,31/08/2010,,"3,50","-0,50","29,70",,,
AGRO,30/08/2010,,"3,52","0,00","30,40",,,
AGRO,27/08/2010,,"3,52","6,10","21,40",,,
AGRO,26/08/2010,,"3,58","7,90","24,40",,,
AGRO,25/08/2010,,"3,32","-0,80","15,30",,,
AGRO,24/08/2010,,"3,35","-2,80","14,40",,,
AGRO,23/08/2010,,"3,45","-1,90","17,80",,,
AGRO,20/08/2010,,"3,50","-2,70","19,10",,,
AGRO,19/08/2010,,"3,60","0,60","22,10",,,
AGRO,18/08/2010,,"3,58","0,00","21,40",,,
AGRO,17/08/2010,,"3,52","-1,60","19,40",,,
AGRO,13/08/2010,,"3,60","0,60","16,90",,,
AGRO,12/08/2010,,"3,58","3,80","14,40",,,
AGRO,11/08/2010,,"3,45","-1,90","12,10",,,
AGRO,10/08/2010,,"3,52","0,60","11,80",,,
AGRO,09/08/2010,,"3,50","-2,70","11,20",,,
AGRO,06/08/2010,,"3,60","-0,20","9,10",,,
AGRO,05/08/2010,,"3,61","-2,40","11,10",,,
AGRO,04/08/2010,,"3,70","-0,50","13,90",,,
AGRO,03/08/2010,,"3,70","-0,50","15,70",,,
AGRO,02/08/2010,,"3,72","2,80","16,30",,,
AGRO,30/07/2010,,"3,64","-0,20","13,80",,,
AGRO,29/07/2010,,"3,65","1,40","14,10",,,
AGRO,28/07/2010,,"3,60","-1,30","12,50",,,
AGRO,27/07/2010,,"3,65","1,40","14,10",,,
AGRO,26/07/2010,,"3,60","0,00","12,50",,,
AGRO,23/07/2010,,"3,65","0,00","15,90",,,
AGRO,22/07/2010,,"3,65","1,40","15,90",,,
AGRO,21/07/2010,,"3,60","-0,20","16,20",,,
AGRO,20/07/2010,,"3,61","0,60","16,50",,,
AGRO,19/07/2010,,"3,59","-0,20","15,90",,,
AGRO,16/07/2010,,"3,60","0,00","20,00",,,
AGRO,15/07/2010,,"3,60","-1,30","20,00",,,
AGRO,14/07/2010,,"3,65","-0,20","21,70",,,
AGRO,13/07/2010,,"3,66","0,00","26,30",,,
AGRO,12/07/2010,,"3,66","1,70","26,30",,,
AGRO,08/07/2010,,"3,60","2,90","25,90",,,
AGRO,06/07/2010,,"3,50","-2,70","14,80",,,
AGRO,05/07/2010,,"3,60","0,00","18,10",,,
AGRO,02/07/2010,,"3,60","0,00","18,10",,,
AGRO,01/07/2010,,"3,60","-2,70","20,00",,,
AGRO,30/06/2010,,"3,70","0,00","23,40",,,
AGRO,29/06/2010,,"3,70","-1,50","25,00",,,
AGRO,28/06/2010,,"3,76","-1,00","27,10",,,
AGRO,24/06/2010,,"3,79","-1,50","45,80",,,
AGRO,23/06/2010,,"3,85","-0,20","40,00",,,
AGRO,22/06/2010,,"3,86","0,00","40,40",,,
AGRO,18/06/2010,,"3,86","0,30","40,40",,,
AGRO,17/06/2010,,"3,85","4,10","40,00",,,
AGRO,16/06/2010,,"3,70","-1,30","34,60",,,
AGRO,14/06/2010,,"3,75","-1,30","36,40",,,
AGRO,11/06/2010,,"3,80","4,70","43,40",,,
AGRO,10/06/2010,,"3,63","0,90","44,70",,,
AGRO,09/06/2010,,"3,60","0,00","43,50",,,
AGRO,08/06/2010,,"3,60","0,90","44,00",,,
AGRO,07/06/2010,,"3,57","0,60","42,80",,,
AGRO,03/06/2010,,"3,58","1,80","40,40",,,
AGRO,02/06/2010,,"3,52","0,00","38,10",,,
AGRO,01/06/2010,,"3,52","0,00","35,40",,,
AGRO,31/05/2010,,"3,52","0,00","35,40",,,
AGRO,28/05/2010,,"3,52","0,60","38,10",,,
AGRO,27/05/2010,,"3,50","1,50","35,70",,,
AGRO,26/05/2010,,"3,45","0,00","33,80",,,
AGRO,21/05/2010,,"3,45","-1,40","29,30",,,
AGRO,20/05/2010,,"3,50","-5,40","29,70",,,
AGRO,19/05/2010,,"3,70","-0,50","37,10",,,
AGRO,18/05/2010,,"3,72","-4,60","37,80",,,
AGRO,17/05/2010,,"3,90","-2,50","44,50",,,
AGRO,14/05/2010,,"4,00","-3,80","46,60",,,
AGRO,13/05/2010,,"4,16","2,50","52,40",,,
AGRO,12/05/2010,,"4,06","-3,30","48,80",,,
AGRO,11/05/2010,,"4,20","-1,10","43,90",,,
